"Mod name","Registry name","Entity class name","ID"
"DrZhark's Mo'Creatures Mod","mocreatures:wyvern","MoCEntityWyvern",40
"Draconic Evolution","draconicevolution:chaosguardian","EntityChaosGuardian",6
"Draconic Evolution","draconicevolution:customarrow","EntityCustomArrow",11
"Draconic Evolution","draconicevolution:dragonheartitem","EntityDragonHeart",5
"Draconic Evolution","draconicevolution:enderenergymanipulator","EntityEnderEnergyManipulator",13
"Draconic Evolution","draconicevolution:entitychaosenergyvortex","EntityChaosImplosion",10
"Draconic Evolution","draconicevolution:guardiancrystal","EntityGuardianCrystal",8
"Draconic Evolution","draconicevolution:guardianprojectile","EntityGuardianProjectile",7
"Draconic Evolution","draconicevolution:lootcore","EntityLootCore",12
"Draconic Evolution","draconicevolution:persistentitem","EntityPersistentItem",1
"Dynamic Sword Skills","dynamicswordskills:leapingblow","EntityLeapingBlow",0
"Dynamic Sword Skills","dynamicswordskills:swordbeam","EntitySwordBeam",1
"Eerie Entities","eerieentities:cursed_armor","EntityCursedArmor",3
"Eerie Entities","eerieentities:nether_knight","EntityNetherKnight",2
"Eerie Entities","eerieentities:pumpkin_slime","EntityPumpkinSlime",1
"Eerie Entities","eerieentities:wisp","EntityWisp",0
"Electroblob's Wizardry","ebwizardry:arrow_rain","EntityArrowRain",60
"Electroblob's Wizardry","ebwizardry:black_hole","EntityBlackHole",47
"Electroblob's Wizardry","ebwizardry:blaze_minion","EntityBlazeMinion",5
"Electroblob's Wizardry","ebwizardry:blizzard","EntityBlizzard",48
"Electroblob's Wizardry","ebwizardry:boulder","EntityBoulder",68
"Electroblob's Wizardry","ebwizardry:bubble","EntityBubble",65
"Electroblob's Wizardry","ebwizardry:combustion_rune","EntityCombustionRune",53
"Electroblob's Wizardry","ebwizardry:darkness_orb","EntityDarknessOrb",36
"Electroblob's Wizardry","ebwizardry:dart","EntityDart",26
"Electroblob's Wizardry","ebwizardry:decay","EntityDecay",56
"Electroblob's Wizardry","ebwizardry:decoy","EntityDecoy",16
"Electroblob's Wizardry","ebwizardry:earthquake","EntityEarthquake",61
"Electroblob's Wizardry","ebwizardry:ember","EntityEmber",40
"Electroblob's Wizardry","ebwizardry:evil_wizard","EntityEvilWizard",20
"Electroblob's Wizardry","ebwizardry:fire_sigil","EntityFireSigil",50
"Electroblob's Wizardry","ebwizardry:firebolt","EntityFirebolt",37
"Electroblob's Wizardry","ebwizardry:firebomb","EntityFirebomb",29
"Electroblob's Wizardry","ebwizardry:flamecatcher_arrow","EntityFlamecatcherArrow",28
"Electroblob's Wizardry","ebwizardry:force_arrow","EntityForceArrow",25
"Electroblob's Wizardry","ebwizardry:force_orb","EntityForceOrb",34
"Electroblob's Wizardry","ebwizardry:forcefield","EntityForcefield",49
"Electroblob's Wizardry","ebwizardry:frost_sigil","EntityFrostSigil",51
"Electroblob's Wizardry","ebwizardry:hailstorm","EntityHailstorm",62
"Electroblob's Wizardry","ebwizardry:healing_aura","EntityHealAura",55
"Electroblob's Wizardry","ebwizardry:husk_minion","EntityHuskMinion",1
"Electroblob's Wizardry","ebwizardry:ice_barrier","EntityIceBarrier",69
"Electroblob's Wizardry","ebwizardry:ice_charge","EntityIceCharge",33
"Electroblob's Wizardry","ebwizardry:ice_giant","EntityIceGiant",14
"Electroblob's Wizardry","ebwizardry:ice_lance","EntityIceLance",27
"Electroblob's Wizardry","ebwizardry:ice_shard","EntityIceShard",23
"Electroblob's Wizardry","ebwizardry:ice_spike","EntityIceSpike",67
"Electroblob's Wizardry","ebwizardry:ice_wraith","EntityIceWraith",9
"Electroblob's Wizardry","ebwizardry:iceball","EntityIceball",43
"Electroblob's Wizardry","ebwizardry:large_magic_fireball","EntityLargeMagicFireball",42
"Electroblob's Wizardry","ebwizardry:levitating_block","EntityLevitatingBlock",46
"Electroblob's Wizardry","ebwizardry:lightning_arrow","EntityLightningArrow",24
"Electroblob's Wizardry","ebwizardry:lightning_disc","EntityLightningDisc",39
"Electroblob's Wizardry","ebwizardry:lightning_hammer","EntityHammer",45
"Electroblob's Wizardry","ebwizardry:lightning_sigil","EntityLightningSigil",52
"Electroblob's Wizardry","ebwizardry:lightning_wraith","EntityLightningWraith",10
"Electroblob's Wizardry","ebwizardry:magic_fireball","EntityMagicFireball",41
"Electroblob's Wizardry","ebwizardry:magic_missile","EntityMagicMissile",22
"Electroblob's Wizardry","ebwizardry:magic_slime","EntityMagicSlime",15
"Electroblob's Wizardry","ebwizardry:meteor","EntityMeteor",44
"Electroblob's Wizardry","ebwizardry:phoenix","EntityPhoenix",13
"Electroblob's Wizardry","ebwizardry:poison_bomb","EntityPoisonBomb",30
"Electroblob's Wizardry","ebwizardry:radiant_totem","EntityRadiantTotem",58
"Electroblob's Wizardry","ebwizardry:remnant","EntityRemnant",21
"Electroblob's Wizardry","ebwizardry:ring_of_fire","EntityFireRing",54
"Electroblob's Wizardry","ebwizardry:shadow_wraith","EntityShadowWraith",17
"Electroblob's Wizardry","ebwizardry:shield","EntityShield",64
"Electroblob's Wizardry","ebwizardry:silverfish_minion","EntitySilverfishMinion",7
"Electroblob's Wizardry","ebwizardry:skeleton_minion","EntitySkeletonMinion",2
"Electroblob's Wizardry","ebwizardry:smoke_bomb","EntitySmokeBomb",32
"Electroblob's Wizardry","ebwizardry:spark","EntitySpark",35
"Electroblob's Wizardry","ebwizardry:spark_bomb","EntitySparkBomb",31
"Electroblob's Wizardry","ebwizardry:spider_minion","EntitySpiderMinion",4
"Electroblob's Wizardry","ebwizardry:spirit_horse","EntitySpiritHorse",12
"Electroblob's Wizardry","ebwizardry:spirit_wolf","EntitySpiritWolf",11
"Electroblob's Wizardry","ebwizardry:storm_elemental","EntityStormElemental",18
"Electroblob's Wizardry","ebwizardry:stormcloud","EntityStormcloud",63
"Electroblob's Wizardry","ebwizardry:stray_minion","EntityStrayMinion",3
"Electroblob's Wizardry","ebwizardry:thunderbolt","EntityThunderbolt",38
"Electroblob's Wizardry","ebwizardry:tornado","EntityTornado",66
"Electroblob's Wizardry","ebwizardry:vex_minion","EntityVexMinion",8
"Electroblob's Wizardry","ebwizardry:wither_skeleton_minion","EntityWitherSkeletonMinion",6
"Electroblob's Wizardry","ebwizardry:withering_totem","EntityWitheringTotem",59
"Electroblob's Wizardry","ebwizardry:wizard","EntityWizard",19
"Electroblob's Wizardry","ebwizardry:zombie_minion","EntityZombieMinion",0
"Electroblob's Wizardry","ebwizardry:zombie_spawner","EntityZombieSpawner",57
"EmberRoot Zoo","emberroot:creeper","EntityConcussionCreeper",7
"EmberRoot Zoo","emberroot:deers","EntityDeer",0
"EmberRoot Zoo","emberroot:dire_wolf","EntityDireWolf",11
"EmberRoot Zoo","emberroot:ember_projectile","EntityGolemLaser",4
"EmberRoot Zoo","emberroot:enderminy","EntityEnderminy",14
"EmberRoot Zoo","emberroot:entityowlegg","EntityOwlEgg",10
"EmberRoot Zoo","emberroot:fairies","EntityFairy",2
"EmberRoot Zoo","emberroot:fallenmount","EntityFallenMount",16
"EmberRoot Zoo","emberroot:hero","EntityFallenHero",6
"EmberRoot Zoo","emberroot:knight_fallen","EntityFallenKnight",15
"EmberRoot Zoo","emberroot:owl","EntityOwl",8
"EmberRoot Zoo","emberroot:rainbow_golem","EntityAncientGolem",5
"EmberRoot Zoo","emberroot:rainbowslime","EntityRainbowSlime",3
"EmberRoot Zoo","emberroot:rootsonesprite","EntitySprite",18
"EmberRoot Zoo","emberroot:rootsonespriteboss","EntitySpriteGuardianBoss",22
"EmberRoot Zoo","emberroot:rootsonespritegreater","EntityGreaterSprite",21
"EmberRoot Zoo","emberroot:rootsonespriteling","EntitySpriteling",19
"EmberRoot Zoo","emberroot:rootsonespriteprojectile","EntitySpriteProjectile",20
"EmberRoot Zoo","emberroot:skeleton_frozen","EntityFrozenKnight",23
"EmberRoot Zoo","emberroot:slime","EntityDireSlime",9
"EmberRoot Zoo","emberroot:sprouts","EntitySprout",1
"EmberRoot Zoo","emberroot:timberwolf","EntityTimberWolf",17
"EmberRoot Zoo","emberroot:withercat","EntityWitherCat",12
"EmberRoot Zoo","emberroot:witherwitch","EntityWitherWitch",13
"Embers Rekindled","embers:ancient_golem","EntityAncientGolem",2
"Embers Rekindled","embers:ember_light","EntityEmberLight",3
"Embers Rekindled","embers:ember_packet","EntityEmberPacket",0
"Embers Rekindled","embers:ember_projectile","EntityEmberProjectile",1
"Embers Rekindled","embers:magma_projectile","EntityMagmaProjectile",5
"Embers Rekindled","embers:magma_worm","EntityMagmaWorm",4
"Engender - Draconic Evolution Addon","ageofchaos:chaosguardianhelpful","EntityChaosGuardian",1
"Engender - Draconic Evolution Addon","ageofchaos:draconicportal","EntityDraconicPortal",3
"Engender - Draconic Evolution Addon","ageofchaos:guardianprojectileother","EntityGuardianProjectile",2
"Engender - The Age of Minecraft","ageofminecraft:abomniablesnowmanhelpful","EntityAbomniableSnowman",39
"Engender - The Age of Minecraft","ageofminecraft:areaeffectcloudother","EntityAreaEffectCloudOther",64
"Engender - The Age of Minecraft","ageofminecraft:bathelpful","EntityBat",1
"Engender - The Age of Minecraft","ageofminecraft:blazehelpful","EntityBlaze",26
"Engender - The Age of Minecraft","ageofminecraft:cavespiderhelpful","EntityCaveSpider",27
"Engender - The Age of Minecraft","ageofminecraft:chickenhelpful","EntityChicken",2
"Engender - The Age of Minecraft","ageofminecraft:cowhelpful","EntityCow",3
"Engender - The Age of Minecraft","ageofminecraft:creederhelpful","EntityCreeder",28
"Engender - The Age of Minecraft","ageofminecraft:creeperhelpful","EntityCreeper",20
"Engender - The Age of Minecraft","ageofminecraft:disintigrationray","EntityDisintigrationRay",61
"Engender - The Age of Minecraft","ageofminecraft:elderguardianhelpful","EntityElderGuardian",40
"Engender - The Age of Minecraft","ageofminecraft:enderdragonhelpful","EntityEnderDragon",41
"Engender - The Age of Minecraft","ageofminecraft:endermanhelpful","EntityEnderman",29
"Engender - The Age of Minecraft","ageofminecraft:endermitehelpful","EntityEndermite",15
"Engender - The Age of Minecraft","ageofminecraft:eversourcehelpful","EntityEversource",42
"Engender - The Age of Minecraft","ageofminecraft:evokerhelpful","EntityEvoker",43
"Engender - The Age of Minecraft","ageofminecraft:frostray","EntityFrostRay",62
"Engender - The Age of Minecraft","ageofminecraft:ghasthelpful","EntityGhast",30
"Engender - The Age of Minecraft","ageofminecraft:ghastherhelpful","EntityGhasther",44
"Engender - The Age of Minecraft","ageofminecraft:gianthelpful","EntityGiant",45
"Engender - The Age of Minecraft","ageofminecraft:guardianhelpful","EntityGuardian",31
"Engender - The Age of Minecraft","ageofminecraft:icegolemhelpful","EntityIceGolem",46
"Engender - The Age of Minecraft","ageofminecraft:icespiderhelpful","EntityIceSpider",32
"Engender - The Age of Minecraft","ageofminecraft:icyendercreeperhelpful","EntityIcyEnderCreeper",33
"Engender - The Age of Minecraft","ageofminecraft:illusionerhelpful","EntityIllusioner",47
"Engender - The Age of Minecraft","ageofminecraft:invisiblefangsprojectile","EntityInvisibleFangsProjectile",66
"Engender - The Age of Minecraft","ageofminecraft:lavaslimehelpful","EntityMagmaCube",23
"Engender - The Age of Minecraft","ageofminecraft:llamahelpful","EntityLlama",11
"Engender - The Age of Minecraft","ageofminecraft:magicmissile","EntityMagicMissile",58
"Engender - The Age of Minecraft","ageofminecraft:magmagolemhelpful","EntityMagmaGolem",49
"Engender - The Age of Minecraft","ageofminecraft:manaorb","EntityManaOrb",67
"Engender - The Age of Minecraft","ageofminecraft:mushroomcowhelpful","EntityMooshroom",4
"Engender - The Age of Minecraft","ageofminecraft:ozelothelpful","EntityOcelot",9
"Engender - The Age of Minecraft","ageofminecraft:parrothelpful","EntityParrot",5
"Engender - The Age of Minecraft","ageofminecraft:pighelpful","EntityPig",6
"Engender - The Age of Minecraft","ageofminecraft:pigzombiehelpful","EntityPigZombie",34
"Engender - The Age of Minecraft","ageofminecraft:polarbearhelpful","EntityPolarBear",21
"Engender - The Age of Minecraft","ageofminecraft:portal","EntityPortal",52
"Engender - The Age of Minecraft","ageofminecraft:portallightning","EntityPortalLightning",60
"Engender - The Age of Minecraft","ageofminecraft:prisongolemhelpful","EntityPrisonGolem",50
"Engender - The Age of Minecraft","ageofminecraft:prisonslimehelpful","EntityPrisonSlime",24
"Engender - The Age of Minecraft","ageofminecraft:prisonspiderhelpful","EntityPrisonSpider",35
"Engender - The Age of Minecraft","ageofminecraft:rabbithelpful","EntityRabbit",7
"Engender - The Age of Minecraft","ageofminecraft:sheephelpful","EntitySheep",8
"Engender - The Age of Minecraft","ageofminecraft:shulkerhelpful","EntityShulker",36
"Engender - The Age of Minecraft","ageofminecraft:silverfishhelpful","EntitySilverfish",14
"Engender - The Age of Minecraft","ageofminecraft:skeletonhelpful","EntitySkeleton",19
"Engender - The Age of Minecraft","ageofminecraft:slimehelpful","EntitySlime",22
"Engender - The Age of Minecraft","ageofminecraft:snowballharmful","EntitySnowballHarmful",63
"Engender - The Age of Minecraft","ageofminecraft:snowmanhelpful","EntitySnowman",13
"Engender - The Age of Minecraft","ageofminecraft:spiderhelpful","EntitySpider",17
"Engender - The Age of Minecraft","ageofminecraft:squidhelpful","EntitySquid",10
"Engender - The Age of Minecraft","ageofminecraft:tippedarrowother","EntityTippedArrowOther",65
"Engender - The Age of Minecraft","ageofminecraft:vexhelpful","EntityVex",25
"Engender - The Age of Minecraft","ageofminecraft:villagergolemhelpful","EntityIronGolem",48
"Engender - The Age of Minecraft","ageofminecraft:villagerhelpful","EntityVillager",12
"Engender - The Age of Minecraft","ageofminecraft:vindicatorhelpful","EntityVindicator",37
"Engender - The Age of Minecraft","ageofminecraft:witchhelpful","EntityWitch",38
"Engender - The Age of Minecraft","ageofminecraft:witherbosscommandblockhelpful","EntityCommandBlockWither",53
"Engender - The Age of Minecraft","ageofminecraft:witherbosshelpful","EntityWither",51
"Engender - The Age of Minecraft","ageofminecraft:witherstormbossheadhelpful","EntityWitherStormHead",55
"Engender - The Age of Minecraft","ageofminecraft:witherstormbosshelpful","EntityWitherStorm",54
"Engender - The Age of Minecraft","ageofminecraft:witherstormbosstentacledevourerhelpful","EntityWitherStormTentacleDevourer",57
"Engender - The Age of Minecraft","ageofminecraft:witherstormbosstentaclehelpful","EntityWitherStormTentacle",56
"Engender - The Age of Minecraft","ageofminecraft:witherstormskull","EntityWitherStormSkull",59
"Engender - The Age of Minecraft","ageofminecraft:wolfhelpful","EntityWolf",16
"Engender - The Age of Minecraft","ageofminecraft:zombiehelpful","EntityZombie",18
"ExtraBotany","extrabotany:aurafire","EntityAuraFire",20
"ExtraBotany","extrabotany:bottledstar","EntityBottledStar",16
"ExtraBotany","extrabotany:darkpixie","EntityDarkPixie",8
"ExtraBotany","extrabotany:domain","EntityDomain",10
"ExtraBotany","extrabotany:fb","EntityFlyingBoat",7
"ExtraBotany","extrabotany:flower_weapon","EntityFlowerWeapon",0
"ExtraBotany","extrabotany:gaiaiii","EntityGaiaIII",1
"ExtraBotany","extrabotany:judahoath","EntityJudahOath",14
"ExtraBotany","extrabotany:judahspear","EntityJudahSpear",13
"ExtraBotany","extrabotany:judahsword","EntityJudahSword",21
"ExtraBotany","extrabotany:magicarrow","EntityMagicArrow",5
"ExtraBotany","extrabotany:petpixie","EntityPetPixie",15
"ExtraBotany","extrabotany:skulllandmine","EntitySkullLandmine",3
"ExtraBotany","extrabotany:skullminion","EntitySkullMinion",4
"ExtraBotany","extrabotany:skullmissile","EntitySkullMissile",2
"ExtraBotany","extrabotany:splashgrenade","EntitySplashGrenade",6
"ExtraBotany","extrabotany:subspace","EntitySubspace",11
"ExtraBotany","extrabotany:subspacelance","EntitySubspaceLance",19
"ExtraBotany","extrabotany:subspacespear","EntitySubspaceSpear",12
"ExtraBotany","extrabotany:sworddomain","EntitySwordDomain",9
"ExtraBotany","extrabotany:void","EntityVoid",17
"ExtraBotany","extrabotany:voidherrscher","EntityVoidHerrscher",18
"Familiar Fauna","familiarfauna:familiarfauna.butterfly","EntityButterfly",1
"Familiar Fauna","familiarfauna:familiarfauna.deer","EntityDeer",2
"Familiar Fauna","familiarfauna:familiarfauna.dragonfly","EntityDragonfly",3
"Familiar Fauna","familiarfauna:familiarfauna.pixie","EntityPixie",4
"Familiar Fauna","familiarfauna:familiarfauna.snail","EntitySnail",5
"Familiar Fauna","familiarfauna:familiarfauna.turkey","EntityTurkey",6
"Fish's Undead Rising","mod_lavacow:acidjet","EntityAcidJet",22
"Fish's Undead Rising","mod_lavacow:avaton","EntityAvaton",30
"Fish's Undead Rising","mod_lavacow:banshee","EntityBanshee",28
"Fish's Undead Rising","mod_lavacow:boneworm","EntityBoneWorm",21
"Fish's Undead Rising","mod_lavacow:deathcoil","EntityDeathCoil",36
"Fish's Undead Rising","mod_lavacow:foglet","EntityFoglet",3
"Fish's Undead Rising","mod_lavacow:forsaken","EntityForsaken",33
"Fish's Undead Rising","mod_lavacow:ghostbomb","EntityGhostBomb",31
"Fish's Undead Rising","mod_lavacow:ghostray","EntityGhostRay",27
"Fish's Undead Rising","mod_lavacow:holygrenade","EntityHolyGrenade",23
"Fish's Undead Rising","mod_lavacow:ithaqua","EntityWendigo",7
"Fish's Undead Rising","mod_lavacow:lavacow","EntityLavaCow",0
"Fish's Undead Rising","mod_lavacow:lilsludge","EntityLilSludge",11
"Fish's Undead Rising","mod_lavacow:mimic","EntityMimic",8
"Fish's Undead Rising","mod_lavacow:mummy","EntityMummy",37
"Fish's Undead Rising","mod_lavacow:parasite","EntityParasite",2
"Fish's Undead Rising","mod_lavacow:pingu","EntityPingu",24
"Fish's Undead Rising","mod_lavacow:piranha","EntityPiranha",18
"Fish's Undead Rising","mod_lavacow:piranhalauncher","EntityPiranhaLauncher",20
"Fish's Undead Rising","mod_lavacow:ptera","EntityPtera",14
"Fish's Undead Rising","mod_lavacow:raven","EntityRaven",13
"Fish's Undead Rising","mod_lavacow:salamander","EntitySalamander",6
"Fish's Undead Rising","mod_lavacow:sandburst","EntitySandBurst",35
"Fish's Undead Rising","mod_lavacow:scarecrow","EntityScarecrow",16
"Fish's Undead Rising","mod_lavacow:skeletonking","EntitySkeletonKing",34
"Fish's Undead Rising","mod_lavacow:sludgejet","EntitySludgeJet",10
"Fish's Undead Rising","mod_lavacow:sludgelord","EntitySludgeLord",9
"Fish's Undead Rising","mod_lavacow:sonicbomb","EntitySonicBomb",32
"Fish's Undead Rising","mod_lavacow:unburied","EntityUnburied",26
"Fish's Undead Rising","mod_lavacow:undeadswine","EntityUndeadSwine",5
"Fish's Undead Rising","mod_lavacow:undertaker","EntityUndertaker",25
"Fish's Undead Rising","mod_lavacow:vespa","EntityVespa",15
"Fish's Undead Rising","mod_lavacow:vespacocoon","EntityVespaCocoon",17
"Fish's Undead Rising","mod_lavacow:warsmallfireball","EntityWarSmallFireball",12
"Fish's Undead Rising","mod_lavacow:weta","EntityWeta",29
"Fish's Undead Rising","mod_lavacow:zombiefrozen","EntityZombieFrozen",4
"Fish's Undead Rising","mod_lavacow:zombiemushroom","EntityZombieMushroom",1
"Fish's Undead Rising","mod_lavacow:zombiepiranha","EntityZombiePiranha",19
"Fishing Made Better","fishingmadebetter:fmblavafishhook","EntityFMBLavaFishHook",0
"Fishing Made Better","fishingmadebetter:fmbvoidfishhook","EntityFMBVoidFishHook",1
"ForageCraft","foragecraft:rock_flat","EntityRockFlat",2
"ForageCraft","foragecraft:rock_normal","EntityRockNormal",1
"Fossils and Archeology Revival","fossil:fossil.alligator_gar","EntityAlligatorGar",212
"Fossils and Archeology Revival","fossil:fossil.allosaurus","EntityAllosaurus",230
"Fossils and Archeology Revival","fossil:fossil.ancient_javelin","AncientJavelinEntity",1
"Fossils and Archeology Revival","fossil:fossil.ankylosaurus","EntityAnkylosaurus",225
"Fossils and Archeology Revival","fossil:fossil.anu","EntityAnu",17
"Fossils and Archeology Revival","fossil:fossil.anubite","EntityAnubite",39
"Fossils and Archeology Revival","fossil:fossil.anudead","EntityAnuDead",15
"Fossils and Archeology Revival","fossil:fossil.anueffect","EntityAnuStatue",13
"Fossils and Archeology Revival","fossil:fossil.arthropleura","EntityArthropleura",261
"Fossils and Archeology Revival","fossil:fossil.birdegg","EntityBirdEgg",9
"Fossils and Archeology Revival","fossil:fossil.brachiosaurus","EntityBrachiosaurus",222
"Fossils and Archeology Revival","fossil:fossil.ceratosaurus","EntityCeratosaurus",232
"Fossils and Archeology Revival","fossil:fossil.citipati","EntityCitipati",236
"Fossils and Archeology Revival","fossil:fossil.coelacanth","EntityCoelacanth",211
"Fossils and Archeology Revival","fossil:fossil.compsognathus","EntityCompsognathus",224
"Fossils and Archeology Revival","fossil:fossil.confuciusornis","EntityConfuciusornis",243
"Fossils and Archeology Revival","fossil:fossil.crassigyrinus","EntityCrassigyrinus",258
"Fossils and Archeology Revival","fossil:fossil.debugtest","EntityDebugTest",40
"Fossils and Archeology Revival","fossil:fossil.debugtest_2","EntityWorseDebugTest",41
"Fossils and Archeology Revival","fossil:fossil.deinonychus","EntityDeinonychus",227
"Fossils and Archeology Revival","fossil:fossil.dilophosaurus","EntityDilophosaurus",221
"Fossils and Archeology Revival","fossil:fossil.dinoegg","EntityDinosaurEgg",8
"Fossils and Archeology Revival","fossil:fossil.diplocaulus","EntityDiplocaulus",259
"Fossils and Archeology Revival","fossil:fossil.diplodocus","EntityDiplodocus",237
"Fossils and Archeology Revival","fossil:fossil.dodo","EntityDodo",244
"Fossils and Archeology Revival","fossil:fossil.dryosaurus","EntityDryosaurus",233
"Fossils and Archeology Revival","fossil:fossil.edaphosaurus","EntityEdaphosaurus",260
"Fossils and Archeology Revival","fossil:fossil.elasmotherium","EntityElasmotherium",252
"Fossils and Archeology Revival","fossil:fossil.failuresaurus","EntityFailuresaurus",5
"Fossils and Archeology Revival","fossil:fossil.friendlypigzombie","EntityFriendlyPigZombie",12
"Fossils and Archeology Revival","fossil:fossil.gallimimus","EntityGallimimus",228
"Fossils and Archeology Revival","fossil:fossil.gastornis","EntityGastornis",245
"Fossils and Archeology Revival","fossil:fossil.henodus","EntityHenodus",239
"Fossils and Archeology Revival","fossil:fossil.icthyosaurus","EntityIcthyosaurus",240
"Fossils and Archeology Revival","fossil:fossil.javelin","JavelinEntity",0
"Fossils and Archeology Revival","fossil:fossil.kelenken","EntityKelenken",246
"Fossils and Archeology Revival","fossil:fossil.liopleurodon","EntityLiopleurodon",229
"Fossils and Archeology Revival","fossil:fossil.mammoth","EntityMammoth",249
"Fossils and Archeology Revival","fossil:fossil.megalania","EntityMegalania",254
"Fossils and Archeology Revival","fossil:fossil.megaloceros","EntityMegaloceros",253
"Fossils and Archeology Revival","fossil:fossil.megalodon","EntityMegalodon",255
"Fossils and Archeology Revival","fossil:fossil.megalograptus","EntityMegalograptus",242
"Fossils and Archeology Revival","fossil:fossil.meganeura","EntityMeganeura",241
"Fossils and Archeology Revival","fossil:fossil.mosasaurus","EntityMosasaurus",219
"Fossils and Archeology Revival","fossil:fossil.nautilus","EntityNautilus",210
"Fossils and Archeology Revival","fossil:fossil.ornitholestes","EntityOrnitholestes",238
"Fossils and Archeology Revival","fossil:fossil.pachycephalosaurus","EntityPachycephalosaurus",226
"Fossils and Archeology Revival","fossil:fossil.parasaurolophus","EntityParasaurolophus",235
"Fossils and Archeology Revival","fossil:fossil.phorusrhacos","EntityPhorusrhacos",247
"Fossils and Archeology Revival","fossil:fossil.platybelodon","EntityPlatybelodon",256
"Fossils and Archeology Revival","fossil:fossil.plesiosaur","EntityPlesiosaurus",218
"Fossils and Archeology Revival","fossil:fossil.pterosaur","EntityPteranodon",217
"Fossils and Archeology Revival","fossil:fossil.quagga","EntityQuagga",251
"Fossils and Archeology Revival","fossil:fossil.sarcosuchus","EntitySarcosuchus",231
"Fossils and Archeology Revival","fossil:fossil.sentrypigman","EntitySentryPigman",18
"Fossils and Archeology Revival","fossil:fossil.smilodon","EntitySmilodon",250
"Fossils and Archeology Revival","fossil:fossil.spinosaurus","EntitySpinosaurus",223
"Fossils and Archeology Revival","fossil:fossil.stegosaurus","EntityStegosaurus",220
"Fossils and Archeology Revival","fossil:fossil.stone_tablet","StoneTabletEntity",2
"Fossils and Archeology Revival","fossil:fossil.sturgeon","EntitySturgeon",213
"Fossils and Archeology Revival","fossil:fossil.tarslime","EntityTarSlime",16
"Fossils and Archeology Revival","fossil:fossil.therizinosaurus","EntityTherizinosaurus",234
"Fossils and Archeology Revival","fossil:fossil.tiktaalik","EntityTiktaalik",257
"Fossils and Archeology Revival","fossil:fossil.titanis","EntityTitanis",248
"Fossils and Archeology Revival","fossil:fossil.toyball","EntityToyBall",103
"Fossils and Archeology Revival","fossil:fossil.toyscratchingpost","EntityToyScratchingPost",105
"Fossils and Archeology Revival","fossil:fossil.toytetheredlog","EntityToyTetheredLog",104
"Fossils and Archeology Revival","fossil:fossil.triceratops","EntityTriceratops",214
"Fossils and Archeology Revival","fossil:fossil.tyrannosaurus","EntityTyrannosaurus",216
"Fossils and Archeology Revival","fossil:fossil.velociraptor","EntityVelociraptor",215
"Frozen Fiend","iceologer:icecube","EntityIceCube",2
"Frozen Fiend","iceologer:iceologer","EntityIceologer",1
"Future MC","futuremc:bee","EntityBee",4
"Future MC","futuremc:cod","EntityCod",5
"Future MC","futuremc:panda","EntityPanda",3
"Future MC","futuremc:pufferfish","EntityPufferfish",6
"Future MC","futuremc:salmon","EntitySalmon",7
"Future MC","futuremc:trident","EntityTrident",1
"Future MC","futuremc:tropical_fish","EntityTropicalFish",8
"Grimoire of Gaia 3","grimoireofgaia:ant","EntityGaiaAnt",1
"Grimoire of Gaia 3","grimoireofgaia:ant_hill","EntityGaiaPropAntHill",2
"Grimoire of Gaia 3","grimoireofgaia:ant_ranger","EntityGaiaAntRanger",3
"Grimoire of Gaia 3","grimoireofgaia:anubis","EntityGaiaAnubis",4
"Grimoire of Gaia 3","grimoireofgaia:arachne","EntityGaiaArachne",5
"Grimoire of Gaia 3","grimoireofgaia:banshee","EntityGaiaBanshee",6
"Grimoire of Gaia 3","grimoireofgaia:baphomet","EntityGaiaBaphomet",7
"Grimoire of Gaia 3","grimoireofgaia:bee","EntityGaiaBee",8
"Grimoire of Gaia 3","grimoireofgaia:beholder","EntityGaiaBeholder",9
"Grimoire of Gaia 3","grimoireofgaia:bomb","EntityGaiaProjectileBomb",87
"Grimoire of Gaia 3","grimoireofgaia:bone_knight","EntityGaiaBoneKnight",10
"Grimoire of Gaia 3","grimoireofgaia:bubble","EntityGaiaProjectileBubble",88
"Grimoire of Gaia 3","grimoireofgaia:butler","EntityGaiaIllagerButler",11
"Grimoire of Gaia 3","grimoireofgaia:campfire","EntityGaiaPropCampfire",12
"Grimoire of Gaia 3","grimoireofgaia:cecaelia","EntityGaiaCecaelia",13
"Grimoire of Gaia 3","grimoireofgaia:centaur","EntityGaiaCentaur",14
"Grimoire of Gaia 3","grimoireofgaia:chest","EntityGaiaPropChestMimic",15
"Grimoire of Gaia 3","grimoireofgaia:cobble_golem","EntityGaiaCobbleGolem",16
"Grimoire of Gaia 3","grimoireofgaia:cobblestone_golem","EntityGaiaCobblestoneGolem",17
"Grimoire of Gaia 3","grimoireofgaia:creep","EntityGaiaCreep",18
"Grimoire of Gaia 3","grimoireofgaia:creeper_girl","EntityGaiaNPCCreeperGirl",72
"Grimoire of Gaia 3","grimoireofgaia:cyan_flower","EntityGaiaPropFlowerCyan",19
"Grimoire of Gaia 3","grimoireofgaia:cyclops","EntityGaiaMonoeye",45
"Grimoire of Gaia 3","grimoireofgaia:deathword","EntityGaiaDeathword",20
"Grimoire of Gaia 3","grimoireofgaia:debug_mob","EntityDebugMob",0
"Grimoire of Gaia 3","grimoireofgaia:dhampir","EntityGaiaDhampir",21
"Grimoire of Gaia 3","grimoireofgaia:dryad","EntityGaiaDryad",22
