+-------------------------------------+-------------------------------------------------------+--------------------------------------------------------------------------------------------------+------+
| Mod name                            | Registry name                                         | Entity class name                                                                                |   ID |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_hot_fireball                    | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileHotFireball                             |   11 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_poison_spell                    | team.cqr.cqrepoured.objects.entity.projectiles.ProjectilePoisonSpell                             |    4 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_spider_ball                     | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileSpiderBall                              |    5 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_spider_hook                     | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileSpiderHook                              |    9 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_thrown_block                    | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileThrownBlock                             |   13 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_vampiric_spell                  | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileVampiricSpell                           |    6 |
| Chocolate Quest Repoured Mod        | cqrepoured:projectile_web                             | team.cqr.cqrepoured.objects.entity.projectiles.ProjectileWeb                                     |   12 |
| Chocolate Quest Repoured Mod        | cqrepoured:skeleton                                   | team.cqr.cqrepoured.objects.entity.mobs.EntityCQRSkeleton                                        |   32 |
| Chocolate Quest Repoured Mod        | cqrepoured:slime_part                                 | team.cqr.cqrepoured.objects.entity.EntitySlimePart                                               |    0 |
| Chocolate Quest Repoured Mod        | cqrepoured:spectre                                    | team.cqr.cqrepoured.objects.entity.mobs.EntityCQRSpectre                                         |   33 |
| Chocolate Quest Repoured Mod        | cqrepoured:spider_egg                                 | team.cqr.cqrepoured.objects.entity.misc.EntitySpiderEgg                                          |   57 |
| Chocolate Quest Repoured Mod        | cqrepoured:summoning_circle                           | team.cqr.cqrepoured.objects.entity.misc.EntitySummoningCircle                                    |   49 |
| Chocolate Quest Repoured Mod        | cqrepoured:triton                                     | team.cqr.cqrepoured.objects.entity.mobs.EntityCQRTriton                                          |   34 |
| Chocolate Quest Repoured Mod        | cqrepoured:walker                                     | team.cqr.cqrepoured.objects.entity.mobs.EntityCQRWalker                                          |   35 |
| Chocolate Quest Repoured Mod        | cqrepoured:walker_king                                | team.cqr.cqrepoured.objects.entity.boss.EntityCQRWalkerKing                                      |   46 |
| Chocolate Quest Repoured Mod        | cqrepoured:walker_tornado                             | team.cqr.cqrepoured.objects.entity.misc.EntityWalkerTornado                                      |   54 |
| Chocolate Quest Repoured Mod        | cqrepoured:zombie                                     | team.cqr.cqrepoured.objects.entity.mobs.EntityCQRZombie                                          |   36 |
| CoroUtil Library                    | coroutil:bat_smart                                    | CoroUtil.entity.EntityBatSmart                                                                   |    0 |
| CustomNPCs                          | customnpcs:customnpc                                  | noppes.npcs.entity.EntityCustomNpc                                                               |   23 |
| CustomNPCs                          | customnpcs:customnpc64x32                             | noppes.npcs.entity.EntityNPC64x32                                                                |   24 |
| CustomNPCs                          | customnpcs:customnpcalex                              | noppes.npcs.entity.EntityNpcAlex                                                                 |   25 |
| CustomNPCs                          | customnpcs:customnpcchairmount                        | noppes.npcs.entity.EntityChairMount                                                              |   27 |
| CustomNPCs                          | customnpcs:customnpcclassic                           | noppes.npcs.entity.EntityNpcClassicPlayer                                                        |   26 |
| CustomNPCs                          | customnpcs:customnpcprojectile                        | noppes.npcs.entity.EntityProjectile                                                              |   28 |
| CustomNPCs                          | customnpcs:npccrystal                                 | noppes.npcs.entity.EntityNpcCrystal                                                              |   15 |
| CustomNPCs                          | customnpcs:npcdragon                                  | noppes.npcs.entity.EntityNpcDragon                                                               |   20 |
| CustomNPCs                          | customnpcs:npcdwarffemale                             | noppes.npcs.entity.old.EntityNPCDwarfFemale                                                      |    9 |
| CustomNPCs                          | customnpcs:npcdwarfmale                               | noppes.npcs.entity.old.EntityNPCDwarfMale                                                        |    4 |
| CustomNPCs                          | customnpcs:npcelffemale                               | noppes.npcs.entity.old.EntityNPCElfFemale                                                        |   14 |
| CustomNPCs                          | customnpcs:npcelfmale                                 | noppes.npcs.entity.old.EntityNPCElfMale                                                          |   13 |
| CustomNPCs                          | customnpcs:npcenderchibi                              | noppes.npcs.entity.old.EntityNpcEnderchibi                                                       |   16 |
| CustomNPCs                          | customnpcs:npcenderman                                | noppes.npcs.entity.old.EntityNPCEnderman                                                         |   21 |
| CustomNPCs                          | customnpcs:npcfurryfemale                             | noppes.npcs.entity.old.EntityNPCFurryFemale                                                      |   10 |
| CustomNPCs                          | customnpcs:npcfurrymale                               | noppes.npcs.entity.old.EntityNPCFurryMale                                                        |    5 |
| CustomNPCs                          | customnpcs:npcgolem                                   | noppes.npcs.entity.EntityNPCGolem                                                                |   22 |
| CustomNPCs                          | customnpcs:npchumanfemale                             | noppes.npcs.entity.old.EntityNPCHumanFemale                                                      |    3 |
| CustomNPCs                          | customnpcs:npchumanmale                               | noppes.npcs.entity.old.EntityNPCHumanMale                                                        |    0 |
| CustomNPCs                          | customnpcs:npcnagafemale                              | noppes.npcs.entity.old.EntityNpcNagaFemale                                                       |   18 |
| CustomNPCs                          | customnpcs:npcnagamale                                | noppes.npcs.entity.old.EntityNpcNagaMale                                                         |   17 |
| CustomNPCs                          | customnpcs:npcorcfemale                               | noppes.npcs.entity.old.EntityNPCOrcFemale                                                        |   12 |
| CustomNPCs                          | customnpcs:npcorcfmale                                | noppes.npcs.entity.old.EntityNPCOrcMale                                                          |   11 |
| CustomNPCs                          | customnpcs:npcpony                                    | noppes.npcs.entity.EntityNpcPony                                                                 |    2 |
| CustomNPCs                          | customnpcs:npcskeleton                                | noppes.npcs.entity.old.EntityNpcSkeleton                                                         |    8 |
| CustomNPCs                          | customnpcs:npcslime                                   | noppes.npcs.entity.EntityNpcSlime                                                                |   19 |
| CustomNPCs                          | customnpcs:npcvillager                                | noppes.npcs.entity.old.EntityNPCVillager                                                         |    1 |
| CustomNPCs                          | customnpcs:npczombiefemale                            | noppes.npcs.entity.old.EntityNpcMonsterFemale                                                    |    7 |
| CustomNPCs                          | customnpcs:npczombiemale                              | noppes.npcs.entity.old.EntityNpcMonsterMale                                                      |    6 |
| CyclopsTek                          | cyclopstek:cyclops                                    | net.tangotek.cyclopstek.EntityCyclops                                                            |    1 |
| Davinci's Vessels                   | davincisvessels:parachute                             | com.elytradev.davincisvessels.common.entity.EntityParachute                                      |    3 |
| Davinci's Vessels                   | davincisvessels:seat                                  | com.elytradev.davincisvessels.common.entity.EntitySeat                                           |    2 |
| Davinci's Vessels                   | davincisvessels:ship                                  | com.elytradev.davincisvessels.common.entity.EntityShip                                           |    1 |
| Dawn Of Time : Builder Edition      | dawnoftimebuilder:japanese_dragon                     | org.dawnoftimebuilder.entities.EntityJapaneseDragon                                              |    1 |
| Dawn Of Time : Builder Edition      | dawnoftimebuilder:seat                                | org.dawnoftimebuilder.entities.EntitySeat                                                        |    2 |
| Dawn Of Time : Builder Edition      | dawnoftimebuilder:silkmoth                            | org.dawnoftimebuilder.entities.EntitySilkmoth                                                    |    0 |
| Dimensional Doors                   | dimdoors:mob_monolith                                 | org.dimdev.dimdoors.shared.entities.EntityMonolith                                               |    0 |
| DrZhark's Mo'Creatures Mod          | mocreatures:anchovy                                   | drzhark.mocreatures.entity.aquatic.MoCEntityAnchovy                                              |   56 |
| DrZhark's Mo'Creatures Mod          | mocreatures:angelfish                                 | drzhark.mocreatures.entity.aquatic.MoCEntityAngelFish                                            |   57 |
| DrZhark's Mo'Creatures Mod          | mocreatures:angler                                    | drzhark.mocreatures.entity.aquatic.MoCEntityAngler                                               |   58 |
| DrZhark's Mo'Creatures Mod          | mocreatures:ant                                       | drzhark.mocreatures.entity.ambient.MoCEntityAnt                                                  |   73 |
| DrZhark's Mo'Creatures Mod          | mocreatures:bass                                      | drzhark.mocreatures.entity.aquatic.MoCEntityBass                                                 |   59 |
| DrZhark's Mo'Creatures Mod          | mocreatures:bee                                       | drzhark.mocreatures.entity.ambient.MoCEntityBee                                                  |   74 |
| DrZhark's Mo'Creatures Mod          | mocreatures:biggolem                                  | drzhark.mocreatures.entity.monster.MoCEntityGolem                                                |   45 |
| DrZhark's Mo'Creatures Mod          | mocreatures:bird                                      | drzhark.mocreatures.entity.passive.MoCEntityBird                                                 |    6 |
| DrZhark's Mo'Creatures Mod          | mocreatures:blackbear                                 | drzhark.mocreatures.entity.passive.MoCEntityBlackBear                                            |    7 |
| DrZhark's Mo'Creatures Mod          | mocreatures:boar                                      | drzhark.mocreatures.entity.passive.MoCEntityBoar                                                 |    8 |
| DrZhark's Mo'Creatures Mod          | mocreatures:bunny                                     | drzhark.mocreatures.entity.passive.MoCEntityBunny                                                |    9 |
| DrZhark's Mo'Creatures Mod          | mocreatures:butterfly                                 | drzhark.mocreatures.entity.ambient.MoCEntityButterfly                                            |   75 |
| DrZhark's Mo'Creatures Mod          | mocreatures:caveogre                                  | drzhark.mocreatures.entity.monster.MoCEntityCaveOgre                                             |   41 |
| DrZhark's Mo'Creatures Mod          | mocreatures:clownfish                                 | drzhark.mocreatures.entity.aquatic.MoCEntityClownFish                                            |   60 |
| DrZhark's Mo'Creatures Mod          | mocreatures:cod                                       | drzhark.mocreatures.entity.aquatic.MoCEntityCod                                                  |   61 |
| DrZhark's Mo'Creatures Mod          | mocreatures:crab                                      | drzhark.mocreatures.entity.ambient.MoCEntityCrab                                                 |   76 |
| DrZhark's Mo'Creatures Mod          | mocreatures:cricket                                   | drzhark.mocreatures.entity.ambient.MoCEntityCricket                                              |   77 |
| DrZhark's Mo'Creatures Mod          | mocreatures:crocodile                                 | drzhark.mocreatures.entity.passive.MoCEntityCrocodile                                            |   10 |
| DrZhark's Mo'Creatures Mod          | mocreatures:deer                                      | drzhark.mocreatures.entity.passive.MoCEntityDeer                                                 |   12 |
| DrZhark's Mo'Creatures Mod          | mocreatures:dolphin                                   | drzhark.mocreatures.entity.aquatic.MoCEntityDolphin                                              |   62 |
| DrZhark's Mo'Creatures Mod          | mocreatures:dragonfly                                 | drzhark.mocreatures.entity.ambient.MoCEntityDragonfly                                            |   78 |
| DrZhark's Mo'Creatures Mod          | mocreatures:duck                                      | drzhark.mocreatures.entity.passive.MoCEntityDuck                                                 |   11 |
| DrZhark's Mo'Creatures Mod          | mocreatures:egg                                       | drzhark.mocreatures.entity.item.MoCEntityEgg                                                     |    2 |
| DrZhark's Mo'Creatures Mod          | mocreatures:elephant                                  | drzhark.mocreatures.entity.passive.MoCEntityElephant                                             |   13 |
| DrZhark's Mo'Creatures Mod          | mocreatures:ent                                       | drzhark.mocreatures.entity.passive.MoCEntityEnt                                                  |   14 |
| DrZhark's Mo'Creatures Mod          | mocreatures:firefly                                   | drzhark.mocreatures.entity.ambient.MoCEntityFirefly                                              |   79 |
| DrZhark's Mo'Creatures Mod          | mocreatures:fireogre                                  | drzhark.mocreatures.entity.monster.MoCEntityFireOgre                                             |   43 |
| DrZhark's Mo'Creatures Mod          | mocreatures:fishy                                     | drzhark.mocreatures.entity.aquatic.MoCEntityFishy                                                |   63 |
| DrZhark's Mo'Creatures Mod          | mocreatures:flamewraith                               | drzhark.mocreatures.entity.monster.MoCEntityFlameWraith                                          |   42 |
| DrZhark's Mo'Creatures Mod          | mocreatures:fly                                       | drzhark.mocreatures.entity.ambient.MoCEntityFly                                                  |   80 |
| DrZhark's Mo'Creatures Mod          | mocreatures:fox                                       | drzhark.mocreatures.entity.passive.MoCEntityFox                                                  |   15 |
| DrZhark's Mo'Creatures Mod          | mocreatures:goat                                      | drzhark.mocreatures.entity.passive.MoCEntityGoat                                                 |   16 |
| DrZhark's Mo'Creatures Mod          | mocreatures:goldfish                                  | drzhark.mocreatures.entity.aquatic.MoCEntityGoldFish                                             |   64 |
| DrZhark's Mo'Creatures Mod          | mocreatures:greenogre                                 | drzhark.mocreatures.entity.monster.MoCEntityGreenOgre                                            |   44 |
| DrZhark's Mo'Creatures Mod          | mocreatures:grizzlybear                               | drzhark.mocreatures.entity.passive.MoCEntityGrizzlyBear                                          |   17 |
| DrZhark's Mo'Creatures Mod          | mocreatures:hellrat                                   | drzhark.mocreatures.entity.monster.MoCEntityHellRat                                              |   47 |
| DrZhark's Mo'Creatures Mod          | mocreatures:hippotang                                 | drzhark.mocreatures.entity.aquatic.MoCEntityHippoTang                                            |   65 |
| DrZhark's Mo'Creatures Mod          | mocreatures:horsemob                                  | drzhark.mocreatures.entity.monster.MoCEntityHorseMob                                             |   46 |
| DrZhark's Mo'Creatures Mod          | mocreatures:jellyfish                                 | drzhark.mocreatures.entity.aquatic.MoCEntityJellyFish                                            |   66 |
| DrZhark's Mo'Creatures Mod          | mocreatures:kitty                                     | drzhark.mocreatures.entity.passive.MoCEntityKitty                                                |   18 |
| DrZhark's Mo'Creatures Mod          | mocreatures:kittybed                                  | drzhark.mocreatures.entity.item.MoCEntityKittyBed                                                |    3 |
| DrZhark's Mo'Creatures Mod          | mocreatures:komododragon                              | drzhark.mocreatures.entity.passive.MoCEntityKomodo                                               |   19 |
| DrZhark's Mo'Creatures Mod          | mocreatures:leoger                                    | drzhark.mocreatures.entity.passive.MoCEntityLeoger                                               |   20 |
| DrZhark's Mo'Creatures Mod          | mocreatures:leopard                                   | drzhark.mocreatures.entity.passive.MoCEntityLeopard                                              |   21 |
| DrZhark's Mo'Creatures Mod          | mocreatures:liard                                     | drzhark.mocreatures.entity.passive.MoCEntityLiard                                                |   22 |
| DrZhark's Mo'Creatures Mod          | mocreatures:liger                                     | drzhark.mocreatures.entity.passive.MoCEntityLiger                                                |   24 |
| DrZhark's Mo'Creatures Mod          | mocreatures:lion                                      | drzhark.mocreatures.entity.passive.MoCEntityLion                                                 |   23 |
| DrZhark's Mo'Creatures Mod          | mocreatures:lither                                    | drzhark.mocreatures.entity.passive.MoCEntityLither                                               |   25 |
| DrZhark's Mo'Creatures Mod          | mocreatures:litterbox                                 | drzhark.mocreatures.entity.item.MoCEntityLitterBox                                               |    4 |
| DrZhark's Mo'Creatures Mod          | mocreatures:maggot                                    | drzhark.mocreatures.entity.ambient.MoCEntityMaggot                                               |   81 |
| DrZhark's Mo'Creatures Mod          | mocreatures:manderin                                  | drzhark.mocreatures.entity.aquatic.MoCEntityManderin                                             |   67 |
| DrZhark's Mo'Creatures Mod          | mocreatures:mantaray                                  | drzhark.mocreatures.entity.aquatic.MoCEntityMantaRay                                             |   70 |
| DrZhark's Mo'Creatures Mod          | mocreatures:manticore                                 | drzhark.mocreatures.entity.monster.MoCEntityManticore                                            |   48 |
| DrZhark's Mo'Creatures Mod          | mocreatures:manticorepet                              | drzhark.mocreatures.entity.passive.MoCEntityManticorePet                                         |    0 |
| DrZhark's Mo'Creatures Mod          | mocreatures:minigolem                                 | drzhark.mocreatures.entity.monster.MoCEntityMiniGolem                                            |   49 |
| DrZhark's Mo'Creatures Mod          | mocreatures:mole                                      | drzhark.mocreatures.entity.passive.MoCEntityMole                                                 |   26 |
| DrZhark's Mo'Creatures Mod          | mocreatures:mouse                                     | drzhark.mocreatures.entity.passive.MoCEntityMouse                                                |   27 |
| DrZhark's Mo'Creatures Mod          | mocreatures:ostrich                                   | drzhark.mocreatures.entity.passive.MoCEntityOstrich                                              |   28 |
| DrZhark's Mo'Creatures Mod          | mocreatures:pandabear                                 | drzhark.mocreatures.entity.passive.MoCEntityPandaBear                                            |   29 |
| DrZhark's Mo'Creatures Mod          | mocreatures:panthard                                  | drzhark.mocreatures.entity.passive.MoCEntityPanthard                                             |   30 |
| DrZhark's Mo'Creatures Mod          | mocreatures:panther                                   | drzhark.mocreatures.entity.passive.MoCEntityPanther                                              |   31 |
| DrZhark's Mo'Creatures Mod          | mocreatures:panthger                                  | drzhark.mocreatures.entity.passive.MoCEntityPanthger                                             |   32 |
| DrZhark's Mo'Creatures Mod          | mocreatures:petscorpion                               | drzhark.mocreatures.entity.passive.MoCEntityPetScorpion                                          |    1 |
| DrZhark's Mo'Creatures Mod          | mocreatures:piranha                                   | drzhark.mocreatures.entity.aquatic.MoCEntityPiranha                                              |   68 |
| DrZhark's Mo'Creatures Mod          | mocreatures:raccoon                                   | drzhark.mocreatures.entity.passive.MoCEntityRaccoon                                              |   34 |
| DrZhark's Mo'Creatures Mod          | mocreatures:rat                                       | drzhark.mocreatures.entity.monster.MoCEntityRat                                                  |   50 |
| DrZhark's Mo'Creatures Mod          | mocreatures:roach                                     | drzhark.mocreatures.entity.ambient.MoCEntityRoach                                                |   83 |
| DrZhark's Mo'Creatures Mod          | mocreatures:salmon                                    | drzhark.mocreatures.entity.aquatic.MoCEntitySalmon                                               |   69 |
| DrZhark's Mo'Creatures Mod          | mocreatures:scorpion                                  | drzhark.mocreatures.entity.monster.MoCEntityScorpion                                             |   52 |
| DrZhark's Mo'Creatures Mod          | mocreatures:shark                                     | drzhark.mocreatures.entity.aquatic.MoCEntityShark                                                |   71 |
| DrZhark's Mo'Creatures Mod          | mocreatures:silverskeleton                            | drzhark.mocreatures.entity.monster.MoCEntitySilverSkeleton                                       |   51 |
| DrZhark's Mo'Creatures Mod          | mocreatures:snail                                     | drzhark.mocreatures.entity.ambient.MoCEntitySnail                                                |   82 |
| DrZhark's Mo'Creatures Mod          | mocreatures:snake                                     | drzhark.mocreatures.entity.passive.MoCEntitySnake                                                |   35 |
| DrZhark's Mo'Creatures Mod          | mocreatures:stingray                                  | drzhark.mocreatures.entity.aquatic.MoCEntityStingRay                                             |   72 |
| DrZhark's Mo'Creatures Mod          | mocreatures:tiger                                     | drzhark.mocreatures.entity.passive.MoCEntityTiger                                                |   36 |
| DrZhark's Mo'Creatures Mod          | mocreatures:trock                                     | drzhark.mocreatures.entity.item.MoCEntityThrowableRock                                           |    5 |
| DrZhark's Mo'Creatures Mod          | mocreatures:turkey                                    | drzhark.mocreatures.entity.passive.MoCEntityTurkey                                               |   38 |
| DrZhark's Mo'Creatures Mod          | mocreatures:turtle                                    | drzhark.mocreatures.entity.passive.MoCEntityTurtle                                               |   37 |
| DrZhark's Mo'Creatures Mod          | mocreatures:werewolf                                  | drzhark.mocreatures.entity.monster.MoCEntityWerewolf                                             |   53 |
| DrZhark's Mo'Creatures Mod          | mocreatures:wildhorse                                 | drzhark.mocreatures.entity.passive.MoCEntityHorse                                                |   39 |
| DrZhark's Mo'Creatures Mod          | mocreatures:wildpolarbear                             | drzhark.mocreatures.entity.passive.MoCEntityPolarBear                                            |   33 |
| DrZhark's Mo'Creatures Mod          | mocreatures:wraith                                    | drzhark.mocreatures.entity.monster.MoCEntityWraith                                               |   54 |
| DrZhark's Mo'Creatures Mod          | mocreatures:wwolf                                     | drzhark.mocreatures.entity.monster.MoCEntityWWolf                                                |   55 |
| DrZhark's Mo'Creatures Mod          | mocreatures:wyvern                                    | drzhark.mocreatures.entity.passive.MoCEntityWyvern                                               |   40 |
| Draconic Evolution                  | draconicevolution:chaosguardian                       | com.brandon3055.draconicevolution.entity.EntityChaosGuardian                                     |    6 |
| Draconic Evolution                  | draconicevolution:customarrow                         | com.brandon3055.draconicevolution.entity.EntityCustomArrow                                       |   11 |
| Draconic Evolution                  | draconicevolution:dragonheartitem                     | com.brandon3055.draconicevolution.entity.EntityDragonHeart                                       |    5 |
| Draconic Evolution                  | draconicevolution:enderenergymanipulator              | com.brandon3055.draconicevolution.entity.EntityEnderEnergyManipulator                            |   13 |
| Draconic Evolution                  | draconicevolution:entitychaosenergyvortex             | com.brandon3055.draconicevolution.entity.EntityChaosImplosion                                    |   10 |
| Draconic Evolution                  | draconicevolution:guardiancrystal                     | com.brandon3055.draconicevolution.entity.EntityGuardianCrystal                                   |    8 |
| Draconic Evolution                  | draconicevolution:guardianprojectile                  | com.brandon3055.draconicevolution.entity.EntityGuardianProjectile                                |    7 |
| Draconic Evolution                  | draconicevolution:lootcore                            | com.brandon3055.draconicevolution.entity.EntityLootCore                                          |   12 |
| Draconic Evolution                  | draconicevolution:persistentitem                      | com.brandon3055.draconicevolution.entity.EntityPersistentItem                                    |    1 |
| Dynamic Sword Skills                | dynamicswordskills:leapingblow                        | dynamicswordskills.entity.EntityLeapingBlow                                                      |    0 |
| Dynamic Sword Skills                | dynamicswordskills:swordbeam                          | dynamicswordskills.entity.EntitySwordBeam                                                        |    1 |
| Eerie Entities                      | eerieentities:cursed_armor                            | com.jarhax.eerieentities.entities.EntityCursedArmor                                              |    3 |
| Eerie Entities                      | eerieentities:nether_knight                           | com.jarhax.eerieentities.entities.EntityNetherKnight                                             |    2 |
| Eerie Entities                      | eerieentities:pumpkin_slime                           | com.jarhax.eerieentities.entities.EntityPumpkinSlime                                             |    1 |
| Eerie Entities                      | eerieentities:wisp                                    | com.jarhax.eerieentities.entities.EntityWisp                                                     |    0 |
| Electroblob's Wizardry              | ebwizardry:arrow_rain                                 | electroblob.wizardry.entity.construct.EntityArrowRain                                            |   60 |
| Electroblob's Wizardry              | ebwizardry:black_hole                                 | electroblob.wizardry.entity.construct.EntityBlackHole                                            |   47 |
| Electroblob's Wizardry              | ebwizardry:blaze_minion                               | electroblob.wizardry.entity.living.EntityBlazeMinion                                             |    5 |
| Electroblob's Wizardry              | ebwizardry:blizzard                                   | electroblob.wizardry.entity.construct.EntityBlizzard                                             |   48 |
| Electroblob's Wizardry              | ebwizardry:boulder                                    | electroblob.wizardry.entity.construct.EntityBoulder                                              |   68 |
| Electroblob's Wizardry              | ebwizardry:bubble                                     | electroblob.wizardry.entity.construct.EntityBubble                                               |   65 |
| Electroblob's Wizardry              | ebwizardry:combustion_rune                            | electroblob.wizardry.entity.construct.EntityCombustionRune                                       |   53 |
| Electroblob's Wizardry              | ebwizardry:darkness_orb                               | electroblob.wizardry.entity.projectile.EntityDarknessOrb                                         |   36 |
| Electroblob's Wizardry              | ebwizardry:dart                                       | electroblob.wizardry.entity.projectile.EntityDart                                                |   26 |
| Electroblob's Wizardry              | ebwizardry:decay                                      | electroblob.wizardry.entity.construct.EntityDecay                                                |   56 |
| Electroblob's Wizardry              | ebwizardry:decoy                                      | electroblob.wizardry.entity.living.EntityDecoy                                                   |   16 |
| Electroblob's Wizardry              | ebwizardry:earthquake                                 | electroblob.wizardry.entity.construct.EntityEarthquake                                           |   61 |
| Electroblob's Wizardry              | ebwizardry:ember                                      | electroblob.wizardry.entity.projectile.EntityEmber                                               |   40 |
| Electroblob's Wizardry              | ebwizardry:evil_wizard                                | electroblob.wizardry.entity.living.EntityEvilWizard                                              |   20 |
| Electroblob's Wizardry              | ebwizardry:fire_sigil                                 | electroblob.wizardry.entity.construct.EntityFireSigil                                            |   50 |
| Electroblob's Wizardry              | ebwizardry:firebolt                                   | electroblob.wizardry.entity.projectile.EntityFirebolt                                            |   37 |
| Electroblob's Wizardry              | ebwizardry:firebomb                                   | electroblob.wizardry.entity.projectile.EntityFirebomb                                            |   29 |
| Electroblob's Wizardry              | ebwizardry:flamecatcher_arrow                         | electroblob.wizardry.entity.projectile.EntityFlamecatcherArrow                                   |   28 |
| Electroblob's Wizardry              | ebwizardry:force_arrow                                | electroblob.wizardry.entity.projectile.EntityForceArrow                                          |   25 |
| Electroblob's Wizardry              | ebwizardry:force_orb                                  | electroblob.wizardry.entity.projectile.EntityForceOrb                                            |   34 |
| Electroblob's Wizardry              | ebwizardry:forcefield                                 | electroblob.wizardry.entity.construct.EntityForcefield                                           |   49 |
| Electroblob's Wizardry              | ebwizardry:frost_sigil                                | electroblob.wizardry.entity.construct.EntityFrostSigil                                           |   51 |
| Electroblob's Wizardry              | ebwizardry:hailstorm                                  | electroblob.wizardry.entity.construct.EntityHailstorm                                            |   62 |
| Electroblob's Wizardry              | ebwizardry:healing_aura                               | electroblob.wizardry.entity.construct.EntityHealAura                                             |   55 |
| Electroblob's Wizardry              | ebwizardry:husk_minion                                | electroblob.wizardry.entity.living.EntityHuskMinion                                              |    1 |
| Electroblob's Wizardry              | ebwizardry:ice_barrier                                | electroblob.wizardry.entity.construct.EntityIceBarrier                                           |   69 |
| Electroblob's Wizardry              | ebwizardry:ice_charge                                 | electroblob.wizardry.entity.projectile.EntityIceCharge                                           |   33 |
| Electroblob's Wizardry              | ebwizardry:ice_giant                                  | electroblob.wizardry.entity.living.EntityIceGiant                                                |   14 |
| Electroblob's Wizardry              | ebwizardry:ice_lance                                  | electroblob.wizardry.entity.projectile.EntityIceLance                                            |   27 |
| Electroblob's Wizardry              | ebwizardry:ice_shard                                  | electroblob.wizardry.entity.projectile.EntityIceShard                                            |   23 |
| Electroblob's Wizardry              | ebwizardry:ice_spike                                  | electroblob.wizardry.entity.construct.EntityIceSpike                                             |   67 |
| Electroblob's Wizardry              | ebwizardry:ice_wraith                                 | electroblob.wizardry.entity.living.EntityIceWraith                                               |    9 |
| Electroblob's Wizardry              | ebwizardry:iceball                                    | electroblob.wizardry.entity.projectile.EntityIceball                                             |   43 |
| Electroblob's Wizardry              | ebwizardry:large_magic_fireball                       | electroblob.wizardry.entity.projectile.EntityLargeMagicFireball                                  |   42 |
| Electroblob's Wizardry              | ebwizardry:levitating_block                           | electroblob.wizardry.entity.EntityLevitatingBlock                                                |   46 |
| Electroblob's Wizardry              | ebwizardry:lightning_arrow                            | electroblob.wizardry.entity.projectile.EntityLightningArrow                                      |   24 |
| Electroblob's Wizardry              | ebwizardry:lightning_disc                             | electroblob.wizardry.entity.projectile.EntityLightningDisc                                       |   39 |
| Electroblob's Wizardry              | ebwizardry:lightning_hammer                           | electroblob.wizardry.entity.construct.EntityHammer                                               |   45 |
| Electroblob's Wizardry              | ebwizardry:lightning_sigil                            | electroblob.wizardry.entity.construct.EntityLightningSigil                                       |   52 |
| Electroblob's Wizardry              | ebwizardry:lightning_wraith                           | electroblob.wizardry.entity.living.EntityLightningWraith                                         |   10 |
| Electroblob's Wizardry              | ebwizardry:magic_fireball                             | electroblob.wizardry.entity.projectile.EntityMagicFireball                                       |   41 |
| Electroblob's Wizardry              | ebwizardry:magic_missile                              | electroblob.wizardry.entity.projectile.EntityMagicMissile                                        |   22 |
| Electroblob's Wizardry              | ebwizardry:magic_slime                                | electroblob.wizardry.entity.living.EntityMagicSlime                                              |   15 |
| Electroblob's Wizardry              | ebwizardry:meteor                                     | electroblob.wizardry.entity.EntityMeteor                                                         |   44 |
| Electroblob's Wizardry              | ebwizardry:phoenix                                    | electroblob.wizardry.entity.living.EntityPhoenix                                                 |   13 |
| Electroblob's Wizardry              | ebwizardry:poison_bomb                                | electroblob.wizardry.entity.projectile.EntityPoisonBomb                                          |   30 |
| Electroblob's Wizardry              | ebwizardry:radiant_totem                              | electroblob.wizardry.entity.construct.EntityRadiantTotem                                         |   58 |
| Electroblob's Wizardry              | ebwizardry:remnant                                    | electroblob.wizardry.entity.living.EntityRemnant                                                 |   21 |
| Electroblob's Wizardry              | ebwizardry:ring_of_fire                               | electroblob.wizardry.entity.construct.EntityFireRing                                             |   54 |
| Electroblob's Wizardry              | ebwizardry:shadow_wraith                              | electroblob.wizardry.entity.living.EntityShadowWraith                                            |   17 |
| Electroblob's Wizardry              | ebwizardry:shield                                     | electroblob.wizardry.entity.EntityShield                                                         |   64 |
| Electroblob's Wizardry              | ebwizardry:silverfish_minion                          | electroblob.wizardry.entity.living.EntitySilverfishMinion                                        |    7 |
| Electroblob's Wizardry              | ebwizardry:skeleton_minion                            | electroblob.wizardry.entity.living.EntitySkeletonMinion                                          |    2 |
| Electroblob's Wizardry              | ebwizardry:smoke_bomb                                 | electroblob.wizardry.entity.projectile.EntitySmokeBomb                                           |   32 |
| Electroblob's Wizardry              | ebwizardry:spark                                      | electroblob.wizardry.entity.projectile.EntitySpark                                               |   35 |
| Electroblob's Wizardry              | ebwizardry:spark_bomb                                 | electroblob.wizardry.entity.projectile.EntitySparkBomb                                           |   31 |
